Date,Butter,Car Repair,Dog Food,Kitchen Roll,Mascara,Toothpaste,Soap,Tampons
01/09/2018,3.188383,115.8555,0.6619651,1.855245,9.225825,1.641544,1.320336,1.920598
01/10/2018,3.247269,116.4598,0.6721212,1.85774,9.358186,1.719589,1.413568,1.868299
01/11/2018,3.064788,115.9378,0.6762332,1.914324,9.113762,1.687483,1.565526,1.947563
01/12/2018,3.285485,116.4112,0.6762552,1.838276,9.183,1.686364,1.293176,1.872764
01/01/2019,3.287004,116.7617,0.6736179,1.925804,9.077766,1.721074,1.506846,1.941483
01/02/2019,3.332511,118.7278,0.7293981,1.839154,9.082486,1.738581,1.544664,1.962197
01/03/2019,3.177542,117.5951,0.7287879,1.878511,9.324869,1.624371,1.265753,2.030502
01/04/2019,3.196008,119.3277,0.7297021,1.901736,9.14665,1.638609,1.4729,1.961613
01/05/2019,3.14963,120.2042,0.7206097,1.857183,9.222425,1.671569,1.366736,1.965344
01/06/2019,3.257689,120.7591,0.7233603,1.903826,9.490406,1.664595,1.428917,1.977075
01/07/2019,3.220372,119.7438,0.7215638,1.965274,9.259303,1.712,1.35675,2.005059
01/08/2019,3.07107,119.7739,0.7244672,1.849712,9.231786,1.796391,1.500165,1.991032
01/09/2019,3.107254,118.6231,0.7318624,1.970224,9.111174,1.763968,1.387948,1.99896
01/10/2019,3.181736,119.0576,0.7209465,2.031797,9.379436,1.696301,1.362089,1.973911
01/11/2019,3.082963,118.4875,0.7279518,1.957591,9.564176,1.731795,1.454813,1.9776
01/12/2019,3.168755,118.3909,0.7368675,1.957293,9.298472,1.709388,1.407,2.030844
01/01/2020,3.060954,119.9201,0.7532018,1.916786,9.204344,1.673481,1.361883,2.047
01/02/2020,3.062083,120.9472,0.7587557,1.958623,9.054627,1.675454,1.359953,2.00952
01/03/2020,3.155642,119.1845,0.7668041,2.047949,9.105474,1.897438,1.504839,2.055487
01/04/2020,3.282512,118.4804,0.7137113,2.229655,9.680089,1.638067,1.424118,1.997248
01/05/2020,3.239087,118.5187,0.7011737,2.541463,9.874752,1.60625,1.449318,2.041565
01/06/2020,3.077342,118.1465,0.7225234,2.467222,9.494713,1.55432,1.575471,2.068362
01/07/2020,3.210536,120.9715,0.7252036,2.477863,9.58679,1.620507,1.614725,1.989313
01/08/2020,3.043991,117.4882,0.7402347,2.045345,9.052333,1.599225,1.549845,1.97925
01/09/2020,3.115216,117.0793,0.7319908,2.095126,9.320222,1.606181,1.493333,1.996598
01/10/2020,3.013448,117.7514,0.7245622,2.145492,9.312011,1.685753,1.536143,2.046914
01/11/2020,2.804451,117.6182,0.7140404,2.19697,9.954785,1.499412,1.437081,1.985273
01/12/2020,3.052275,118.7597,0.7216746,2.336133,10.15458,1.706911,1.310577,2.061956
01/01/2021,3.149417,123.8986,0.724574,2.207563,9.917044,1.762266,1.515556,2.080639
01/02/2021,3.114783,124.9233,0.7144749,2.298785,10.175,1.759084,1.621227,2.049957
01/03/2021,3.270794,124.093,0.7236406,2.229322,9.872023,1.662746,1.568165,2.100932
01/04/2021,3.105117,120.2203,0.720724,2.099924,9.653167,1.636597,1.535,2.092723
01/05/2021,3.193598,121.8227,0.7460101,2.145909,9.446319,1.786594,1.521564,2.097543
01/06/2021,3.087009,121.7145,0.7121459,2.113936,9.132445,1.604375,1.490602,2.080976
01/07/2021,3.098553,122.5726,0.7218672,2.158527,8.862127,1.760336,1.491266,2.119194
01/08/2021,3.043485,123.3,0.7472691,2.170079,8.61269,1.730541,1.479022,2.119714
01/09/2021,3.103787,120.762,0.7370661,2.25125,8.877363,1.667566,1.435153,2.077373
01/10/2021,3.197203,122.3643,0.7359825,2.339422,8.977806,1.737162,1.433795,2.09
01/11/2021,3.236638,122.6074,0.7700488,2.358254,8.88066,1.7936,1.516314,2.109309
01/12/2021,3.286428,122.8071,0.782844,2.37328,8.913609,1.835603,1.48087,2.185776
01/01/2022,3.219542,123.9778,0.7876214,2.437632,8.234503,1.79223,1.533629,2.126992
01/02/2022,3.217702,125.9551,0.8843779,2.442348,8.042967,1.851462,1.410093,2.067875
01/03/2022,3.530458,125.7458,0.9017431,2.53063,8.181732,1.847432,1.515956,2.140445
01/04/2022,3.42376,125.1458,0.9141393,2.57687,8.782337,1.989231,1.504511,2.276195
01/05/2022,3.536597,125.784,0.9547465,2.82913,8.797906,1.882185,1.448534,2.15816
01/06/2022,3.818889,127.8219,0.9323431,2.855161,8.992606,2.049806,1.512185,2.184524
01/07/2022,3.99144,130.0722,0.9855328,2.998688,8.818969,1.90281,1.500886,2.184659
01/08/2022,3.979247,130.2397,1.019711,3.027273,8.920585,1.890411,1.525336,2.198823
01/09/2022,3.950531,129.1658,1.01181,3.13982,9.069351,2.066759,1.442743,2.214545
01/10/2022,4.037676,130.4827,1.051974,3.336048,9.188827,1.996688,1.588423,2.23083
01/11/2022,4.02038,132.3282,1.068734,3.305892,9.033675,2.020753,1.520676,2.21813
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
01/02/2006,75.6358,,,,,,,
01/03/2006,75.88301,,,,,,,
01/04/2006,76.07424,,,,,,,
01/05/2006,76.83304,,,,,,,
01/06/2006,77.41232,,,,,,,
01/07/2006,77.25127,,,,,,,
01/08/2006,77.3525,,,,,,,
01/09/2006,77.72514,,,,,,,
01/10/2006,77.66896,,,,,,,
01/11/2006,78.12434,,,,,,,
01/12/2006,77.93981,,,,,,,
01/01/2007,79.97228,,,,,,,
01/02/2007,80.18573,,,,,,,
01/03/2007,81.21243,,,,,,,
01/04/2007,81.69906,,,,,,,
01/05/2007,81.88991,,,,,,,
01/06/2007,82.10768,,,,,,,
01/07/2007,82.57566,,,,,,,
01/08/2007,83.02552,,,,,,,
01/09/2007,83.24689,,,,,,,
01/10/2007,82.76894,,,,,,,
01/11/2007,82.09286,,,,,,,
01/12/2007,83.81257,,,,,,,
01/01/2008,85.5477,,,,,,,
01/02/2008,86.21931,,,,,,,
01/03/2008,85.74133,,,,,,,
01/04/2008,85.72703,,,,,,,
01/05/2008,85.86384,,,,,,,
01/06/2008,86.62075,,,,,,,
01/07/2008,86.11121,,,,,,,
01/08/2008,87.01636,,,,,,,
01/09/2008,87.08187,,,,,,,
01/10/2008,87.37651,,,,,,,
01/11/2008,87.46038,,,,,,,
01/12/2008,87.41706,,,,,,,
01/01/2009,85.33742,,,,,,,
01/02/2009,86.38271,,,,,,,
01/03/2009,86.62029,,,,,,,
01/04/2009,86.69689,,,,,,,
01/05/2009,87.37514,,,,,,,
01/06/2009,88.30029,,,,,,,
01/07/2009,88.45219,,,,,,,
01/08/2009,88.49114,,,,,,,
01/09/2009,88.41267,,,,,,,
01/10/2009,88.22504,,,,,,,
01/11/2009,87.7,,,,,,,
01/12/2009,87.29952,,,,,,,
01/01/2010,91.26206,,,,,,,
01/02/2010,90.53421,,,,,,,
01/03/2010,91.16899,,,,,,,
01/04/2010,91.45811,,,,,,,
01/05/2010,91.43559,,,,,,,
01/06/2010,90.87359,,,,,,,
01/07/2010,90.97346,,,,,,,
01/08/2010,91.10481,,,,,,,
01/09/2010,91.7215,,,,,,,
01/10/2010,91.69476,,,,,,,
01/11/2010,91.72486,,,,,,,
01/12/2010,91.44647,,,,,,,
01/01/2011,95.2975,,,,,,,
01/02/2011,94.34559,,,,,,,
01/03/2011,93.8548,,,,,,,
01/04/2011,94.22076,,,,,,,
01/05/2011,93.83153,,,,,,,
01/06/2011,94.06971,,,,,,,
01/07/2011,94.19716,,,,,,,
01/08/2011,94.51,,,,,,,
01/09/2011,93.936,,,,,,,
01/10/2011,93.86349,,,,,,,
01/11/2011,94.10664,,,,,,,
01/12/2011,94.31991,,,,,,,
01/01/2012,94.76461,,,,,,,
01/02/2012,95.26525,,,,,,,
01/03/2012,96.06588,,,,,,,
01/04/2012,96.38819,,,,,,,
01/05/2012,96.4239,,,,,,,
01/06/2012,96.36823,,,,,,,
01/07/2012,97.06981,,,,,,,
01/08/2012,96.74457,,,,,,,
01/09/2012,97.27212,,,,,,,
01/10/2012,97.43627,,,,,,,
01/11/2012,97.4406,,,,,,,
01/12/2012,98.07374,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
01/02/1996,0.443617,,,,,,,
01/03/1996,0.4468812,,,,,,,
01/04/1996,0.4479,,,,,,,
01/05/1996,0.4531372,,,,,,,
01/06/1996,0.4412308,,,,,,,
01/07/1996,0.4569378,,,,,,,
01/08/1996,0.4649123,,,,,,,
01/09/1996,0.4611494,,,,,,,
01/10/1996,0.4617977,,,,,,,
01/11/1996,0.4657222,,,,,,,
01/12/1996,0.4597753,,,,,,,
01/01/1997,0.4732759,,,,,,,
01/02/1997,0.489593,,,,,,,
01/03/1997,0.4904118,,,,,,,
01/04/1997,0.4945402,,,,,,,
01/05/1997,0.4892529,,,,,,,
01/06/1997,0.4925444,,,,,,,
01/07/1997,0.4978571,,,,,,,
01/08/1997,0.4942614,,,,,,,
01/09/1997,0.4922034,,,,,,,
01/10/1997,0.4962069,,,,,,,
01/11/1997,0.4961714,,,,,,,
01/12/1997,0.4965116,,,,,,,
01/01/1998,0.4755279,,,,,,,
01/02/1998,0.480963,,,,,,,
01/03/1998,0.4706945,,,,,,,
01/04/1998,0.4688889,,,,,,,
01/05/1998,0.469726,,,,,,,
01/06/1998,0.468125,,,,,,,
01/07/1998,0.4734028,,,,,,,
01/08/1998,0.4782979,,,,,,,
01/09/1998,0.4767586,,,,,,,
01/10/1998,0.4846763,,,,,,,
01/11/1998,0.4793836,,,,,,,
01/12/1998,0.4815753,,,,,,,
01/01/1999,0.4834782,,,,,,,
01/02/1999,0.487931,,,,,,,
01/03/1999,0.4831915,,,,,,,
01/04/1999,0.4818705,,,,,,,
01/05/1999,0.4792199,,,,,,,
01/06/1999,0.4787075,,,,,,,
01/07/1999,0.4758621,,,,,,,
01/08/1999,0.4786806,,,,,,,
01/09/1999,0.4774825,,,,,,,
01/10/1999,0.4781633,,,,,,,
01/11/1999,0.4766667,,,,,,,
01/12/1999,0.4785135,,,,,,,
01/01/2000,0.4788356,,,,,,,
01/02/2000,0.4802127,,,,,,,
01/03/2000,0.4772592,,,,,,,
01/04/2000,0.4784783,,,,,,,
01/05/2000,0.4758273,,,,,,,
01/06/2000,0.4772857,,,,,,,
01/07/2000,0.4755,,,,,,,
01/08/2000,0.4715827,,,,,,,
01/09/2000,0.4694245,,,,,,,
01/10/2000,0.4741606,,,,,,,
01/11/2000,0.4749624,,,,,,,
01/12/2000,0.4715329,,,,,,,
01/01/2001,0.4763971,,,,,,,
01/02/2001,0.4717293,,,,,,,
01/03/2001,0.4692481,,,,,,,
01/04/2001,0.4696428,,,,,,,
01/05/2001,0.4678261,,,,,,,
01/06/2001,0.4704636,,,,,,,
01/07/2001,0.4735526,,,,,,,
01/08/2001,0.4674675,,,,,,,
01/09/2001,0.4796599,,,,,,,
01/10/2001,0.4757616,,,,,,,
01/11/2001,0.4758228,,,,,,,
01/12/2001,0.4759748,,,,,,,
01/01/2002,0.4776101,,,,,,,
01/02/2002,0.4831544,,,,,,,
01/03/2002,0.4842105,,,,,,,
01/04/2002,0.4860284,,,,,,,
01/05/2002,0.4896377,,,,,,,
01/06/2002,0.4871711,,,,,,,
01/07/2002,0.4907333,,,,,,,
01/08/2002,0.4916107,,,,,,,
01/09/2002,0.4910457,,,,,,,
01/10/2002,0.4931081,,,,,,,
01/11/2002,0.4920395,,,,,,,
01/12/2002,0.4904027,,,,,,,
01/01/2003,0.4902667,,,,,,,
01/02/2003,0.4695633,,,,,,,
01/03/2003,0.4693506,,,,,,,
01/04/2003,0.4721327,,,,,,,
01/05/2003,0.4712796,,,,,,,
01/06/2003,0.4707981,,,,,,,
01/07/2003,0.4708491,,,,,,,
01/08/2003,0.4683098,,,,,,,
01/09/2003,0.4645755,,,,,,,
01/10/2003,0.4648571,,,,,,,
01/11/2003,0.457193,,,,,,,
01/12/2003,0.4559817,,,,,,,
01/01/2004,0.4612554,,,,,,,
01/02/2004,0.4575117,,,,,,,
01/03/2004,0.4587793,,,,,,,
01/04/2004,0.4626267,,,,,,,
01/05/2004,0.4566973,,,,,,,
01/06/2004,0.4528111,,,,,,,
01/07/2004,0.4571028,,,,,,,
01/08/2004,0.4576526,,,,,,,
01/09/2004,0.4625758,,,,,,,
01/10/2004,0.4574661,,,,,,,
01/11/2004,0.458211,,,,,,,
01/12/2004,0.4563801,,,,,,,
01/01/2005,0.4577928,,,,,,,
01/02/2005,0.4612903,,,,,,,
01/03/2005,0.4583178,,,,,,,
01/04/2005,0.4693665,,,,,,,
01/05/2005,0.4398701,,,,,,,
01/06/2005,0.4731416,,,,,,,
01/07/2005,0.4698214,,,,,,,
01/08/2005,0.471179,,,,,,,
01/09/2005,0.4686842,,,,,,,
01/10/2005,0.4642342,,,,,,,
01/11/2005,0.476619,,,,,,,
01/12/2005,0.4695111,,,,,,,
01/01/2006,0.4740455,,,,,,,
01/02/2006,0.4756796,,,,,,,
01/03/2006,0.4771635,,,,,,,
01/04/2006,0.4868528,,,,,,,
01/05/2006,0.4922388,,,,,,,
01/06/2006,0.4893304,,,,,,,
01/07/2006,0.4883258,,,,,,,
01/08/2006,0.4906195,,,,,,,
01/09/2006,0.4896035,,,,,,,
01/10/2006,0.4893778,,,,,,,
01/11/2006,0.4863555,,,,,,,
01/12/2006,0.49,,,,,,,
01/01/2007,0.4869778,,,,,,,
01/02/2007,0.4794595,,,,,,,
01/03/2007,0.4859307,,,,,,,
01/04/2007,0.487193,,,,,,,
01/05/2007,0.4892609,,,,,,,
01/06/2007,0.4916883,,,,,,,
01/07/2007,0.4933649,,,,,,,
01/08/2007,0.4895633,,,,,,,
01/09/2007,0.490393,,,,,,,
01/10/2007,0.4910811,,,,,,,
01/11/2007,0.5061187,,,,,,,
01/12/2007,0.5073182,,,,,,,
01/01/2008,0.5076712,,,,,,,
01/02/2008,0.5055349,,,,,,,
01/03/2008,0.4973113,,,,,,,
01/04/2008,0.4978404,,,,,,,
01/05/2008,0.4944495,,,,,,,
01/06/2008,0.5160094,,,,,,,
01/07/2008,0.5206335,,,,,,,
01/08/2008,0.5222936,,,,,,,
01/09/2008,0.5231193,,,,,,,
01/10/2008,0.5360577,,,,,,,
01/11/2008,0.5280269,,,,,,,
01/12/2008,0.5287317,,,,,,,
01/01/2009,0.5497561,,,,,,,
01/02/2009,0.5729293,,,,,,,
01/03/2009,0.5742857,,,,,,,
01/04/2009,0.5766,,,,,,,
01/05/2009,0.5754545,,,,,,,
01/06/2009,0.564,,,,,,,
01/07/2009,0.5713333,,,,,,,
01/08/2009,0.5614346,,,,,,,
01/09/2009,0.5581779,,,,,,,
01/10/2009,0.5513793,,,,,,,
01/11/2009,0.5582759,,,,,,,
01/12/2009,0.5617521,,,,,,,
01/01/2010,0.5636087,,,,,,,
01/02/2010,0.5598253,,,,,,,
01/03/2010,0.5593805,,,,,,,
01/04/2010,0.5590204,,,,,,,
01/05/2010,0.5581557,,,,,,,
01/06/2010,0.5589584,,,,,,,
01/07/2010,0.5569547,,,,,,,
01/08/2010,0.5533197,,,,,,,
01/09/2010,0.5521429,,,,,,,
01/10/2010,0.5523651,,,,,,,
01/11/2010,0.5550622,,,,,,,
01/12/2010,0.5604065,,,,,,,
01/01/2011,0.5687854,,,,,,,
01/02/2011,0.5716456,,,,,,,
01/03/2011,0.5645344,,,,,,,
01/04/2011,0.5686476,,,,,,,
01/05/2011,0.5804132,,,,,,,
01/06/2011,0.6052245,,,,,,,
01/07/2011,0.6084937,,,,,,,
01/08/2011,0.6148988,,,,,,,
01/09/2011,0.6243388,,,,,,,
01/10/2011,0.6325551,,,,,,,
01/11/2011,0.6199578,,,,,,,
01/12/2011,0.6208403,,,,,,,
01/01/2012,0.602093,,,,,,,
01/02/2012,0.5974888,,,,,,,
01/03/2012,0.5965517,,,,,,,
01/04/2012,0.5980971,,,,,,,
01/05/2012,0.6020968,,,,,,,
01/06/2012,0.601245,,,,,,,
01/07/2012,0.6049603,,,,,,,
01/08/2012,0.6077822,,,,,,,
01/09/2012,0.6086693,,,,,,,
01/10/2012,0.6106773,,,,,,,
01/11/2012,0.6234894,,,,,,,
